angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,Bmag,Vmag,SpType,ASCC,Seq,Pkin,Pph,Psp
0.023667,308.2561726347043,41.4736354315363,0.001,0.001,0,2067833621234219520,308.25625422814,0.0269,41.47377336223,0.0332,21.2895,0.035,14.199,0.057,32.036,0.06,0,27367500.0,5452.9,7.095276,14832700.0,13540.8,7.423338,17599900.0,24731.8,6.648143,0.775196,-18.79,0.16,15,5913.0,0.468,0.2413,1.47,2.367,308.256173,41.473642,308.25612537,41.4735592,7.847,7.257,G 0 V/VI(WL?),434857,490,0.0,0.0,1
0.029175,308.2647769027595,41.4541818857569,0.007,0.007,0,2067833552514736000,308.26475021505,0.1789,41.45414882849,0.2272,1.0207,0.2383,-4.646,0.422,-7.678,0.459,1,1403900.0,557.93,10.320027,528231.0,804.162,11.04433,1251130.0,1869.09,9.518661,1.525669,-18.68,0.56,8,4299.17,0.518,0.2497,,,308.264784,41.454188,308.26479148,41.45420089,11.554,10.506,,434862,490,0.9298,1.0,1
0.004779,308.2801517599547,41.1404319274909,0.001,0.001,0,2067778302054820480,308.28018753789,0.0254,41.14044279718,0.0336,2.9981,0.0338,6.258,0.054,2.525,0.06,1,1786900.0,713.634,10.058113,1179350.0,1328.38,10.172284,891112.0,686.633,9.887089,0.285195,,,0,7889.1,0.2515,0.1305,1.52,8.064,308.28015,41.140432,308.28012719,41.14042154,10.297,10.123,,434870,490,0.0,0.0,1
0.03041,308.2947361473102,41.252283940962,0.001,0.001,0,2067783623515353728,308.29471873298,0.022,41.25226387985,0.0335,0.6012,0.0326,-3.041,0.045,-4.659,0.057,0,2709740.0,2594.75,9.606046,540536.0,759.565,11.019327,3322630.0,3818.43,8.458216,2.561112,,,0,3893.23,,,50.61,530.223,308.294725,41.252285,308.29474284,41.25229442,12.598,10.799,O5e,434880,490,0.4356,0.0,1
0.167495,308.2994363880288,41.8998506615707,0.001,0.001,0,2067953188826011904,308.29943109016,0.0218,41.89984636887,0.024,1.4411,0.0279,-0.916,0.043,-0.997,0.045,0,299774.0,40.26,11.996382,159062.0,167.732,12.347472,201573.0,155.792,11.500838,0.846634,-56.59,0.63,11,5768.25,,,2.39,5.703,308.299442,41.899897,308.2994359,41.89989549,12.83,12.197,,434884,490,0.1693,0.5352,1
0.079362,308.3087899127462,41.3394176060113,0.001,0.001,0,2067785070923663104,308.30877429051,0.0235,41.33939849678,0.0285,0.6248,0.0298,-2.724,0.051,-4.438,0.052,0,2394010.0,1145.74,9.740549,692543.0,829.413,10.750272,2515000.0,3878.01,8.760574,1.989698,,,0,4159.06,,,36.89,366.786,308.308814,41.339405,308.30881707,41.33941517,11.735,10.57,,434886,490,0.9313,0.8217,1
0.062392,308.3099501990989,41.0528617980747,0.002,0.001,0,2067777065104186624,308.3099617748,0.0443,41.05287113673,0.058,2.7094,0.0598,2.027,0.093,2.169,0.105,0,691150.0,362.525,11.089435,409608.0,440.596,11.320468,409236.0,348.228,10.731986,0.588482,-18.05,3.48,13,6702.0,0.233,0.115,1.42,3.642,308.30997,41.052853,308.30995711,41.05284926,11.643,11.181,,434887,490,0.0058,0.0002,1
0.022921,308.3114842384277,41.3115967013391,0.001,0.001,0,2067784619950644480,308.31146955437,0.0289,41.31157807169,0.0361,0.6241,0.0406,-2.562,0.059,-4.327,0.061,0,2570710.0,1748.26,9.663235,764019.0,1277.04,10.643628,2673050.0,6405.82,8.694402,1.949226,,,0,4085.93,0.9845,0.5007,40.52,412.309,308.311483,41.311603,308.31149178,41.3116107,11.619,10.666,,434888,490,0.7857,0.9779,1
0.015594,308.3120917756774,40.6131306291214,0.001,0.001,0,2067726899886015360,308.31212737073,0.0309,40.61314114933,0.0371,2.8782,0.0416,6.276,0.066,2.443,0.07,1,9705750.0,4275.13,8.220793,7130680.0,6371.35,8.21856,4019160.0,7334.47,8.25158,-0.03302,,,0,9531.0,0.27,0.1285,,,308.312087,40.613133,308.3120688,40.61312661,8.199,8.211,A0,434889,490,0.0,0.0,0
0.062866,308.3126822946046,40.6292929533468,0.001,0.001,0,2067750367587325568,308.31262689446,0.019,40.62925610162,0.0238,1.3658,0.0261,-9.765,0.04,-8.559,0.041,0,2250230.0,435.707,9.807797,960129.0,1116.98,10.395564,1809790.0,2546.61,9.117847,1.277717,-9.5,0.25,7,4723.0,0.1665,0.079,11.23,56.531,308.312667,40.629306,308.31270256,40.62932169,10.952,9.96,,434890,490,0.0,0.0,0
0.018369,308.3128253753184,41.3140219054077,0.001,0.001,0,2067784624247057920,308.31281021237,0.0271,41.31400439599,0.036,0.6179,0.0383,-2.645,0.057,-4.067,0.063,0,8077380.0,4393.4,8.420189,2647610.0,3946.98,9.294252,7954760.0,15794.7,7.510353,1.7839,125.56,17.85,12,3991.0,,,78.27,1400.204,308.312825,41.314027,308.31283272,41.31403597,10.108,9.056,O6F,434891,490,0.8089,1.0,1
0.054402,308.3187756793435,41.5285835117506,0.001,0.001,0,2067927938715269376,308.3187886637,0.0241,41.52857152939,0.0338,0.8964,0.0345,2.258,0.052,-2.783,0.067,0,1903370.0,1043.88,9.989556,549897.0,429.857,11.000685,1969480.0,1484.16,9.026041,1.974644,-13.96,0.21,9,3892.02,0.825,0.3733,28.48,167.64,308.318759,41.528575,308.31874969,41.52858275,12.367,10.566,,434894,490,0.1815,0.0206,1
0.093525,308.3201994038053,41.0304540948302,0.001,0.001,0,2067776751567646976,308.32018685816,0.0247,41.03043789461,0.03,2.1175,0.0326,-2.198,0.05,-3.763,0.053,0,5012720.0,1557.1,8.938183,2214370.0,2750.78,9.488263,3922900.0,5406.46,8.277902,1.210362,-16.51,0.53,5,4841.3,0.0485,0.022,10.12,50.647,308.320202,41.03048,308.32020315,41.03049266,10.258,9.22,K,434895,490,0.8315,1.0,1
0.045788,308.3249349625294,40.9818744793521,0.001,0.001,0,2067759026241512192,308.32496769704,0.0228,40.98183689922,0.0307,6.1183,0.0323,5.74,0.05,-8.728,0.057,0,8450620.0,1771.13,8.371145,3913790.0,3306.54,8.869895,6371150.0,4686.87,7.751376,1.118519,45.32,0.2,12,5012.14,,,4.16,9.819,308.324932,40.981887,308.32490967,40.98191296,9.531,8.634,K,434897,490,0.0,0.0065,1
0.061838,308.3249256495896,41.3086645309535,0.001,0.001,0,2067784246289931776,308.32491024729,0.0221,41.30864632262,0.0291,0.5544,0.0306,-2.687,0.046,-4.229,0.053,0,3044860.0,1742.91,9.479446,980606.0,1326.68,10.372652,3021350.0,3519.45,8.561418,1.811235,,,0,4097.05,1.088,0.552,49.21,614.649,308.324904,41.308659,308.3249109,41.30866727,11.022,9.964,,434898,490,0.8327,1.0,1
0.056489,308.3260950609597,40.9362860978102,0.001,0.001,0,2067758648284374784,308.32611229138,0.0219,40.93620672125,0.0269,3.5422,0.0288,3.023,0.047,-18.436,0.048,0,3411730.0,691.316,9.355928,2007690.0,2892.76,9.594646,2008410.0,3073.16,9.004789,0.589857,4.21,3.52,4,6571.75,1.0985,0.556,2.5,10.517,308.32611,40.936297,308.32610772,40.93633982,9.909,9.437,G,434900,490,0.0,0.0,1
0.211276,308.3331341754569,41.2280260918397,0.001,0.001,0,2067783387296681472,308.33317486685,0.0231,41.22801806982,0.031,2.1498,0.0312,7.108,0.047,-1.863,0.055,0,467569.0,159.882,11.513751,210980.0,329.923,12.040784,363516.0,313.075,10.86061,1.180174,-53.08,1.04,5,4904.0,,,2.94,4.51,308.333173,41.228077,308.33315379,41.22807462,12.563,11.882,,434906,490,0.0909,0.5343,1
0.081912,308.3537243010321,41.9396887479809,0.001,0.001,0,2067953669862387968,308.35375575511,0.0222,41.93968292709,0.0291,1.4341,0.0298,5.434,0.045,-1.352,0.05,0,531231.0,261.696,11.375156,297498.0,370.172,11.66768,338044.0,215.347,10.939488,0.728191,-11.73,11.82,7,6102.5,,,2.84,10.056,308.353747,41.939704,308.35371636,41.93970068,11.99,11.371,,434910,490,0.0,0.0,0
0.037264,308.3581068336683,40.8335818120104,0.001,0.001,90,2067754074140332544,308.35812283046,0.0224,40.83356283222,0.0249,1.4108,0.0292,2.811,0.046,-4.408,0.045,0,3790030.0,885.437,9.241758,1713990.0,2861.83,9.766368,2912070.0,3283.17,8.601414,1.164954,,,0,4916.58,,,12.68,84.638,308.35812,40.833579,308.35809851,40.83359245,10.457,9.485,,434913,490,0.0038,1.0,1
0.153178,308.3748104602289,41.1484411977253,0.002,0.002,0,2067777752296449792,308.37481046023,1.6989,41.14844119773,1.7512,,,,,,,1,482812.0,235.635,11.47892,265916.0,269.453,11.789526,316836.0,406.495,11.009833,0.779693,10.78,2.94,2,5951.0,,,,,308.374848,41.148473,308.37485473,41.14847132,12.042,11.629,,434918,490,0.1563,0.0023,1
0.168342,308.3782927051146,41.2563030046628,0.001,0.001,0,2067780947755025920,308.37827816589,0.028,41.2562857029,0.0377,0.7027,0.0382,-2.539,0.058,-4.018,0.069,0,2557860.0,3982.41,9.668673,513356.0,2014.16,11.075341,3147830.0,15197.6,8.516892,2.558449,,,0,3848.33,0.993,0.5457,43.72,377.622,308.378241,41.256329,308.37826252,41.25633671,12.6,10.667,,434921,490,0.3702,0.0221,1
0.249764,308.3860969617693,41.0926288991905,0.001,0.001,0,2067777443061294720,308.38610372401,0.0171,41.09263636633,0.0217,1.0383,0.0233,1.184,0.037,1.734,0.042,0,285185.0,39.2112,12.05055,148091.0,161.809,12.425069,198501.0,137.295,11.517513,0.907556,,,0,5436.0,,,3.7,10.757,308.386162,41.092678,308.38614711,41.09266314,12.128,12.025,,434924,490,0.0003,0.0004,1
0.010885,308.4008360090525,41.5226823694218,0.001,0.001,0,2067928488471084800,308.40086824604,0.0227,41.52260282405,0.0288,1.7545,0.0291,5.606,0.05,-18.475,0.055,0,2730620.0,1539.41,9.597712,1638020.0,2912.35,9.81559,1576000.0,1813.51,9.268026,0.547564,-1.14,1.67,7,6719.2,,,4.32,34.32,308.400838,41.522685,308.40081633,41.52272824,10.085,9.679,A5,434928,490,0.0,0.0,1
0.051074,308.4019512971129,41.3968731069321,0.001,0.001,0,2067878426332250752,308.40195080544,0.025,41.39685673142,0.0349,1.2315,0.0348,-0.086,0.052,-3.803,0.061,0,754045.0,351.105,10.994872,445887.0,540.841,11.228325,449259.0,384.357,10.630677,0.597648,,,0,6592.04,,,3.36,19.23,308.40197,41.396871,308.4019614,41.3968829,11.487,10.979,,434929,490,0.1965,0.0002,1
0.248592,308.407333901387,41.4162921627777,0.001,0.001,0,2067879560203621760,308.40733048701,0.0229,41.41628667034,0.0325,0.9569,0.0338,-0.595,0.05,-1.276,0.065,1,170009.0,31.6536,12.612186,93126.3,91.5463,12.928708,112749.0,128.616,12.131637,0.797071,,,0,5826.0,,,2.65,7.312,308.407399,41.416341,308.40740891,41.41634197,13.511,11.516,,434932,490,0.5169,0.2163,1
0.100187,308.4129345985863,41.3238866339419,0.001,0.001,0,2067877910936163968,308.41291654876,0.0265,41.32386816549,0.0393,0.7923,0.037,-3.148,0.06,-4.289,0.076,0,1753770.0,1619.7,10.078437,447230.0,1400.08,11.22506,1985190.0,4527.28,9.017415,2.207645,,,0,4129.32,,,25.48,170.026,308.412898,41.323891,308.41291221,41.32389747,12.242,10.995,,434935,490,0.44,0.8122,1
0.007606,308.4171144125973,41.6158809334106,0.001,0.001,0,2067929381823846144,308.41713020481,0.0363,41.61587251501,0.0463,1.6315,0.0492,2.742,0.082,-1.955,0.093,0,1538970.0,704.292,10.220292,1087050.0,1848.06,10.260763,693884.0,492.957,10.158703,0.10206,,,0,9114.0,0.1995,0.103,,,308.417115,41.615883,308.41710258,41.61588814,10.305,10.249,,434936,490,0.0262,0.0,1
0.089827,308.4218611768073,41.551494350542,0.001,0.001,0,2067928694629052672,308.42185962379,0.0201,41.55148079108,0.0262,0.7449,0.0272,-0.27,0.044,-3.149,0.051,0,543360.0,337.673,11.350647,295286.0,450.934,11.675782,361717.0,299.116,10.865998,0.809784,,,0,5810.5,,,6.13,38.597,308.421856,41.551519,308.42186098,41.55152437,12.01,11.777,,434939,490,0.7014,0.0006,1
0.04929,308.4237049499905,40.7947718562753,0.001,0.001,90,2067753013287194880,308.42372391764,0.0235,40.79477208054,0.0244,0.9055,0.0283,3.335,0.048,0.052,0.045,0,638523.0,369.105,11.175424,323121.0,343.612,11.577974,457364.0,344.398,10.611265,0.966709,,,0,5355.33,,,6.57,31.971,308.423723,40.794771,308.42370977,40.79477143,11.759,11.145,,434941,490,0.0291,0.0027,1
0.127222,308.4252560289627,41.1316508511834,0.001,0.001,90,2067767238219394176,308.42532335864,0.0236,41.13167916769,0.0254,5.3144,0.029,11.778,0.051,6.577,0.048,0,537788.0,539.01,11.361837,278251.0,653.788,11.740298,369084.0,648.621,10.844108,0.896191,-8.71,1.04,6,5524.33,0.05,0.025,0.96,0.767,308.42521,41.131644,308.42517477,41.1316259,12.11,11.325,,434942,490,0.0,0.494,1
0.074734,308.4348314398026,40.6815896663262,0.001,0.001,0,2064748391604845184,308.43492717652,0.019,40.6816597504,0.0254,2.7674,0.0262,16.862,0.04,16.278,0.05,0,576932.0,262.245,11.285555,325649.0,425.845,11.569512,362183.0,268.907,10.864599,0.704913,-26.76,1.07,10,6199.6,,,1.48,2.925,308.434806,40.681582,308.43475291,40.68154521,11.717,11.242,,434946,490,0.0,0.0,0
0.092178,308.442123936073,41.5502663098804,0.013,0.012,90,2067928660269306496,308.44213092236,0.3925,41.55026001627,0.405,0.5903,0.4498,1.214,0.858,-1.462,0.771,0,4467950.0,4235.34,9.063095,1222820.0,3676.16,10.132986,4867120.0,14841.2,8.043739,2.089247,94.47,19.6,2,4128.46,,,,,308.442133,41.550291,308.44213806,41.55029772,11.117,9.864,"O9,5IA",434949,490,0.7563,0.0588,1
0.08869,308.4509408634896,41.1758183267178,0.001,0.001,0,2067779504645993600,308.45084685529,0.0201,41.17570658888,0.0257,1.9498,0.0279,-16.434,0.043,-25.952,0.048,0,782224.0,297.201,10.955037,448190.0,398.069,11.222734,482858.0,397.995,10.552371,0.670363,-41.8,1.09,7,6339.0,,,2.34,7.971,308.450973,41.175823,308.45101986,41.17588222,11.615,11.246,,434952,490,0.0,0.0,1
0.008012,308.4523085008156,41.7726577837718,0.001,0.001,0,2067940033342775168,308.45229638459,0.0249,41.77237061969,0.0329,10.3524,0.028,-2.099,0.053,-66.696,0.07,0,61620300.0,18441.4,6.214057,27476200.0,69514.8,6.753995,47212600.0,94193.8,5.576775,1.17722,1.17,0.16,9,4913.0,,,6.98,25.577,308.452311,41.772659,308.45231332,41.77282122,7.496,6.502,K0III-IV,434955,490,0.0,1.0,1
0.071164,308.4712584512331,41.5406045313269,0.001,0.001,0,2067882034104326784,308.47126530509,0.0176,41.5405893218,0.0226,1.3697,0.0234,1.191,0.038,-3.533,0.044,0,1143680.0,376.448,10.542604,479644.0,329.528,11.149091,948406.0,522.16,9.819434,1.329657,-26.82,0.32,10,4809.69,0.352,0.15,7.6,27.856,308.471237,41.540593,308.47124127,41.54060403,11.859,10.803,,434971,490,0.9942,1.0,1
0.151388,308.4737156329105,41.2941192060122,0.001,0.001,0,2067874749840164480,308.47378669204,0.0243,41.29413784238,0.0325,3.5507,0.0363,12.4,0.052,4.328,0.054,0,498548.0,247.084,11.444099,271029.0,240.441,11.768849,327000.0,159.461,10.97555,0.7933,-15.76,0.65,10,5851.5,0.104,0.043,1.21,1.555,308.473679,41.294151,308.47364268,41.29413865,12.157,11.344,,434973,490,0.0,0.654,1
0.053061,308.475701310828,41.3373018330303,0.001,0.001,0,2067875226579677824,308.47572449817,0.0259,41.33730271217,0.0354,1.7913,0.0376,4.044,0.059,0.204,0.06,0,628052.0,397.309,11.193377,388839.0,424.291,11.376965,351256.0,242.308,10.89786,0.479105,,,0,7147.0,,,1.8,7.623,308.475688,41.337291,308.47567826,41.3372862,11.591,11.16,,434976,490,0.0044,0.0,1
0.086422,308.4774842732675,41.6788869852043,0.001,0.001,0,2067935463497536128,308.47746256024,0.0258,41.67886468789,0.029,1.072,0.0334,-3.767,0.054,-5.179,0.056,0,674267.0,209.519,11.116286,391912.0,352.163,11.368416,411498.0,289.852,10.726002,0.642414,,,0,6423.68,,,3.85,22.708,308.477475,41.678864,308.47748402,41.67887858,11.512,11.004,,434978,490,0.7362,0.0043,1
0.404637,308.4895578132972,41.319465579732,0.001,0.001,0,2067875157860201728,308.48954471042,0.022,41.31943458063,0.0272,1.3059,0.0313,-2.286,0.048,-7.2,0.05,0,178876.0,34.3263,12.556989,102849.0,110.891,12.820885,111168.0,75.5234,12.146969,0.673916,,,0,6628.84,0.9103,0.4013,1.53,4.057,308.489488,41.319565,308.48950824,41.31953395,12.587,12.532,,434983,490,0.0001,0.0053,1
0.047552,308.4942207539748,41.4136450933625,0.001,0.001,0,2067880109959382784,308.49427729261,0.0227,41.41356654677,0.0283,3.2002,0.0335,9.848,0.052,-18.243,0.053,0,997567.0,389.791,10.69101,558671.0,531.557,10.983499,626714.0,381.425,10.269246,0.714253,-20.37,0.53,9,6022.45,0.9705,0.485,1.79,3.802,308.494205,41.413651,308.49417604,41.41369774,11.337,10.789,,434989,490,0.0,0.0001,1
0.135482,308.5050225513344,40.9027910447652,0.001,0.001,90,2067759679076443008,308.50502502987,0.0318,40.90275055633,0.0349,1.5235,0.0397,0.435,0.066,-9.404,0.066,0,193747.0,32.2048,12.470281,111414.0,117.922,12.734041,121174.0,57.7114,12.053398,0.680643,-18.72,2.2,10,6382.0,0.616,0.306,1.47,3.232,308.505041,40.902826,308.50504085,40.90284039,13.327,12.634,,434993,490,0.908,0.6986,1
0.108743,308.5165473652331,40.8124009848784,0.001,0.001,90,2064756668004041472,308.51653991727,0.0222,40.81238168608,0.023,1.5512,0.0286,-1.309,0.046,-4.482,0.045,0,285817.0,57.1694,12.048145,169222.0,205.273,12.280244,171359.0,193.396,11.677153,0.603091,-23.82,3.5,9,6680.5,0.8597,0.424,1.6,4.595,308.516584,40.812389,308.51657985,40.81239735,12.579,12.077,,434998,490,0.6831,0.1452,1
0.073747,308.5288675582849,41.2871326516545,0.001,0.001,90,2067874131364873984,308.52878534127,0.0249,41.28705510957,0.029,3.6352,0.0348,-14.349,0.059,-18.01,0.059,0,507382.0,228.563,11.425028,274537.0,304.345,11.754887,332322.0,176.098,10.958024,0.796863,-14.37,0.92,7,5838.0,0.2,0.1062,1.2,1.511,308.528889,41.28712,308.52894021,41.28716035,11.998,11.502,,435004,490,0.0,0.0093,1
0.111067,308.5328912160107,41.4515330827193,0.001,0.001,0,2067877326820578944,308.53291676891,0.0219,41.45154849308,0.0278,2.0232,0.0314,4.448,0.048,3.579,0.055,0,451328.0,189.835,11.552135,262569.0,312.538,11.803279,275927.0,243.909,11.159936,0.643343,-22.03,1.29,9,6395.5,1.0603,0.503,1.68,4.269,308.532931,41.451541,308.53291172,41.4515304,12.232,11.705,,435008,490,0.0008,0.1236,1
0.019833,308.5354782666359,41.6165020852467,0.001,0.001,0,2067888218857234304,308.53546489572,0.0198,41.61648541789,0.0238,0.581,0.0268,-2.322,0.041,-3.871,0.045,0,3791370.0,1811.82,9.241376,1076630.0,1467.36,10.271225,4010000.0,7055.11,8.25406,2.017165,,,0,3990.72,,,57.05,743.709,308.535471,41.616503,308.53548004,41.61651362,11.253,10.09,O6F,435009,490,0.9118,0.5461,1
0.075446,308.5488600249268,41.5105035930163,0.001,0.001,0,2067880861576765440,308.54880626378,0.0182,41.51047971186,0.0238,1.4473,0.0247,-9.35,0.039,-5.547,0.045,0,2175690.0,528.883,9.844373,900141.0,885.984,10.465611,1796990.0,1112.62,9.125556,1.340056,-11.84,0.21,9,4660.32,0.162,0.073,10.81,49.665,308.548888,41.510503,308.54890625,41.51051621,11.459,10.16,M0,435011,490,0.4713,0.1147,1
0.054192,308.5492110343173,41.4332855934383,0.001,0.001,0,2067877258101100672,308.54931231542,0.022,41.43347702704,0.0264,6.1898,0.0303,17.636,0.048,44.462,0.049,0,1143860.0,351.031,10.542435,627184.0,510.246,10.857902,737775.0,446.567,10.092111,0.765791,4.2,0.78,9,5669.16,0.0385,0.0183,1.13,1.188,308.549231,41.433284,308.54916703,41.43317374,11.361,10.663,,435012,490,0.0,0.0126,1
0.195599,308.5505565664498,41.6016187210046,0.001,0.001,90,2067888012698794240,308.55037295453,0.0193,41.60145833728,0.0216,3.9979,0.0246,-31.889,0.042,-37.25,0.041,0,389632.0,76.4333,11.711729,216409.0,228.339,12.013199,252521.0,161.137,11.256178,0.757021,-6.88,1.04,9,5999.25,0.0173,0.008,0.9,0.952,308.550629,41.601623,308.55072112,41.60170812,12.347,11.802,,435013,490,0.0,0.1849,1
0.176157,308.55216198812,40.8728727044137,0.001,0.001,90,2064757290777101440,308.55212948111,0.0201,40.87287897856,0.0207,1.5484,0.0258,-5.709,0.046,1.457,0.041,0,348970.0,72.8817,11.831397,201795.0,226.436,12.089112,214050.0,161.413,11.43563,0.653482,-14.77,5.04,7,6410.33,,,1.92,5.634,308.552098,40.87288,308.55211394,40.87287242,11.934,11.767,,435015,490,0.0274,0.0,1
0.040693,308.5579856625632,41.8915982801104,0.001,0.001,0,2067939414867486080,308.55800839341,0.0219,41.89160509019,0.0265,2.7492,0.0274,3.93,0.045,1.582,0.052,0,937864.0,273.141,10.758017,569968.0,370.753,10.961762,534903.0,295.812,10.441233,0.52053,-21.98,1.68,8,7050.17,0.49,0.19,1.47,4.822,308.557976,41.891607,308.55796352,41.89159817,11.256,10.877,,435017,490,0.0,0.0,0
0.038745,308.5766419314729,40.662027337783,0.001,0.001,0,2064746261301013376,308.57667319384,0.0164,40.66192675099,0.0184,2.8386,0.0226,5.508,0.035,-23.362,0.037,0,1079800.0,223.771,10.605002,606412.0,466.269,10.894468,680306.0,460.771,10.180159,0.71431,6.11,0.2,14,6043.5,,,2.09,5.227,308.57664,40.662038,308.57662698,40.66209797,11.257,10.651,,435025,490,0.0,0.0,0
0.052375,308.5773147728323,41.0073952312046,0.001,0.001,90,2067762634014426880,308.57726781957,0.0204,41.00734913476,0.0204,1.3067,0.0256,-8.229,0.045,-10.706,0.041,0,938635.0,216.707,10.757124,574579.0,456.617,10.953013,528649.0,342.351,10.454002,0.499011,,,0,7052.07,,,3.1,21.363,308.577321,41.007409,308.57733759,41.007438,11.089,10.897,,435027,490,0.0077,0.0,1
0.030325,308.5815325989091,41.8237239852265,0.001,0.001,90,2067938933831121024,308.58150208951,0.0267,41.82367401956,0.0251,1.3489,0.0297,-5.281,0.054,-11.605,0.049,0,949614.0,699.024,10.744498,570878.0,1256.65,10.960031,550299.0,787.955,10.410424,0.549606,,,0,6739.07,,,3.3,20.196,308.581529,41.823716,308.58154309,41.82374637,11.188,10.793,,435029,490,0.0009,0.0,1
0.017365,308.5863390184318,40.7049117626521,0.001,0.001,0,2064746467459454464,308.58640175208,0.0198,40.7050062562,0.0214,2.0925,0.0258,11.046,0.041,21.947,0.044,0,5705460.0,1606.86,8.797638,2032440.0,2317.55,9.581346,5203150.0,6052.64,7.971254,1.610091,-38.54,0.24,7,4314.0,0.5272,0.256,15.16,71.75,308.586343,40.704908,308.58629767,40.70485651,10.715,9.285,K2,435032,490,0.0,0.0,0
0.061732,308.5904678593782,40.8221890898966,0.001,0.001,90,2064756191265445888,308.59043379906,0.0215,40.82217910284,0.0209,1.6109,0.0252,-5.986,0.045,-2.32,0.04,0,400903.0,99.6695,11.680767,233846.0,190.115,11.929062,244271.0,203.103,11.292238,0.636824,-5.22,2.42,11,6379.5,,,2.0,5.982,308.590466,40.822172,308.59048494,40.82218265,11.945,11.529,,435037,490,0.3903,0.0004,1
0.026001,308.602494777511,40.622883092052,0.001,0.001,0,2064745191851429632,308.60250490923,0.0278,40.6228773722,0.0305,1.7643,0.0371,1.786,0.06,-1.328,0.068,0,6247090.0,4605.24,8.699171,4656350.0,10815.8,8.681274,2530540.0,5104.59,8.753885,-0.072611,,,0,8598.67,0.3245,0.163,,,308.602492,40.62289,308.6024868,40.62289413,8.651,8.715,B8,435039,490,0.0,0.0,0
0.034501,308.6067339385211,41.2972323760584,0.002,0.002,90,2067863892162848640,308.60672019239,0.0533,41.29714656355,0.058,4.2573,0.0681,-2.399,0.125,-19.931,0.112,1,1857610.0,732.484,10.015981,1047750.0,1113.84,10.300745,1152850.0,1217.09,9.607492,0.693253,-18.45,0.7,6,6121.0,1.046,0.528,1.78,3.988,308.606722,41.297229,308.60672371,41.29728018,10.685,10.104,,435042,490,0.0,0.0,1
0.122764,308.6138139556764,41.1183093687321,0.001,0.001,0,2067857325155962240,308.61381856444,0.0212,41.11831290118,0.0226,1.8025,0.0284,0.806,0.044,0.82,0.044,0,321489.0,58.3447,11.920451,188190.0,215.777,12.164895,195330.0,158.846,11.535,0.629895,11.31,1.84,7,6529.33,0.765,0.379,1.53,3.827,308.613859,41.118306,308.6138432,41.1183067,12.37,11.744,,435045,490,0.0716,0.3069,1
0.032599,308.6212576647686,40.9567404725032,0.001,0.001,90,2064759107546667264,308.62130396602,0.0273,40.95673978411,0.0268,1.3921,0.034,8.121,0.06,-0.16,0.052,1,1664190.0,1190.75,10.13536,991270.0,2553.38,10.360908,990793.0,3012.3,9.771963,0.588944,,,0,6799.0,,,4.16,33.246,308.621251,40.956748,308.62122184,40.95674416,10.609,10.233,,435048,490,0.0,0.0,1
0.034984,308.6268592193621,40.6788893765669,0.009,0.009,0,2064751999377308288,308.62688945957,0.2794,40.67890126383,0.2991,2.3769,0.3366,5.326,0.592,2.761,0.603,0,4934850.0,1401.82,8.95518,3441300.0,4261.92,9.009581,2262670.0,3337.54,8.875368,0.134213,,,0,8904.0,,,,,308.626861,40.678899,308.626837,40.67889046,9.061,8.986,A2,435050,490,0.0,0.0,0
0.189736,308.6292389301113,40.9308734762862,0.001,0.001,90,2064759004467452416,308.62926340796,0.0206,40.93087232946,0.0215,2.6615,0.0263,4.295,0.044,-0.266,0.042,0,291787.0,230.29,12.025701,161760.0,467.389,12.329212,188861.0,377.741,11.571565,0.757648,-9.88,3.56,12,5989.0,0.0735,0.041,1.18,1.61,308.629259,40.930823,308.6292381,40.93083148,12.688,12.309,,435051,490,0.1764,0.1052,1
0.010092,308.6378062926057,41.9966250480491,0.001,0.001,0,2067963604123303296,308.63776445081,0.0268,41.9965984645,0.0307,2.7411,0.0356,-7.222,0.053,-6.174,0.054,1,12659300.0,4699.23,7.932337,8407150.0,12533.8,8.039766,6159030.0,11683.8,7.788138,0.251628,,,0,8063.0,0.7788,0.3625,,,308.637809,41.996627,308.63782972,41.99664263,8.172,7.958,A M:,435055,490,0.0,0.0,0
0.049858,308.6453208230018,41.6436367963402,0.001,0.001,90,2067889180930204032,308.64528856353,0.0219,41.64351865929,0.0238,2.9294,0.027,-5.599,0.046,-27.438,0.043,0,707082.0,273.917,11.064691,381797.0,538.746,11.396808,463156.0,485.663,10.597602,0.799206,-27.49,0.99,5,5778.54,,,1.8,3.254,308.645303,41.643633,308.64531549,41.64370401,11.701,11.225,,435059,490,0.0,0.0004,1
