angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,[MT91],SpType,RAJ2000,DEJ2000,AV,Vmag,(B-V),DM,PAct,RV,MT91
0.302084,308.4041418136965,41.2698125804329,0.001,0.001,0,2067781016474500864,308.40412807659,0.0226,41.26979461781,0.0313,0.6197,0.0314,-2.398,0.050,-4.172,0.056,0,4.90780e+05,3.67456e+02,11.461149,1.23871e+05,2.92915e+02,12.618966,5.59680e+05,6.66466e+02,10.392070,2.226896,,,0,3834.08,1.7925,0.8790,21.98,94.076,308.40425,41.2698333,588,B0V,20 33 37.02,+41 16 11.4,5.8,12.4,1.66,10.4,Cst,V,MT91
0.416339,308.4129345985863,41.3238866339419,0.001,0.001,0,2067877910936163968,308.41291654876,0.0265,41.32386816549,0.0393,0.7923,0.0370,-3.148,0.060,-4.289,0.076,0,1.75377e+06,1.61970e+03,10.078437,4.47230e+05,1.40008e+03,11.225060,1.98519e+06,4.52728e+03,9.017415,2.207645,,,0,4129.32,,,25.48,170.026,308.4130833,41.3239167,601,B0Iab,20 33 39.14,+41 19 26.1,5.1,11.07,1.47,12.5,IS:,V,MT91
0.541409,308.4158153566494,41.3811636905463,0.012,0.011,90,2067878357612771200,308.41578529027,0.3812,41.38114979283,0.3702,0.2232,0.4127,-5.240,0.787,-3.228,0.693,0,6.65157e+05,4.49049e+02,11.131056,2.26713e+05,4.03497e+02,11.962696,6.52104e+05,8.56634e+02,10.226127,1.736569,,,0,4184.94,,,,,308.416,41.3812222,605,B1V,20 33 39.84,+41 22 52.4,4.3,11.78,1.19,10.7,,V,MT91
0.487561,308.4202642412898,41.5052640699323,0.001,0.001,0,2067881548771533312,308.42025169696,0.0211,41.50524711979,0.0283,0.5474,0.0295,-2.182,0.045,-3.937,0.052,0,3.17281e+05,6.90824e+01,11.934755,8.94277e+04,1.75956e+02,12.972708,3.47680e+05,2.78544e+02,10.908969,2.063739,,,0,3958.56,1.0975,0.5630,18.00,71.646,308.4203333,41.5051389,611,O7V,20 33 40.88,+41 30 18.5,5.5,12.77,1.55,11.8,,V,MT91
0.512813,308.4264184729881,41.1959855357258,0.001,0.001,0,2067779779523905792,308.42640370042,0.0230,41.19596531123,0.0304,0.6139,0.0325,-2.582,0.050,-4.697,0.056,0,1.36151e+05,4.62682e+01,12.853316,3.16776e+04,8.00383e+01,14.099507,1.62786e+05,1.79561e+02,11.732874,2.366633,,,0,3856.75,2.1110,1.0430,11.46,26.182,308.4265833,41.1960556,620,B0V,20 33 42.38,+41 11 45.8,6.2,13.89,1.82,11.4,,V,MT91
0.453744,308.4272352366841,41.2490693008319,0.001,0.001,0,2067780741596586752,308.42721873739,0.0211,41.24904989970,0.0257,0.5643,0.0286,-2.881,0.045,-4.506,0.048,0,5.51114e+04,1.94998e+01,13.835262,1.22054e+04,3.70448e+01,15.135006,6.74537e+04,1.22660e+02,12.689406,2.445600,,,0,3432.00,2.4030,1.2013,11.70,17.103,308.427375,41.2491389,621,B1V:,20 33 42.57,+41 14 56.9,6.3,14.93,1.91,11.8,,V,MT91
0.643949,308.4421239360730,41.5502663098804,0.013,0.012,90,2067928660269306496,308.44213092236,0.3925,41.55026001627,0.4050,0.5903,0.4498,1.214,0.858,-1.462,0.771,0,4.46795e+06,4.23534e+03,9.063095,1.22282e+06,3.67616e+03,10.132986,4.86712e+06,1.48412e+04,8.043739,2.089247,94.47,19.60,2,4128.46,,,,,308.4422917,41.5501389,632,O9I,20 33 46.15,+41 33 00.5,5.6,9.88,1.59,10.5,,V,MT91
0.471160,308.4450370192445,41.1338390355859,0.001,0.001,0,2067767337001802496,308.44502447252,0.0277,41.13381959911,0.0346,0.5395,0.0367,-2.195,0.060,-4.514,0.078,0,1.26302e+05,3.55600e+01,12.934842,3.27207e+04,7.11910e+01,14.064332,1.43679e+05,1.33943e+02,11.868433,2.195899,,,0,4080.85,1.6365,0.8155,10.43,27.192,308.4452083,41.1338611,635,B1III,20 33 46.85,+41 08 01.9,5.8,13.81,1.72,12.3,,V,MT91
0.498303,308.4482767556407,41.1517838453082,0.002,0.002,0,2067767375658346624,308.44826537407,0.0611,41.15176407223,0.0781,0.7424,0.0850,-1.990,0.133,-4.592,0.148,0,8.15457e+04,2.23197e+01,13.409863,1.99134e+04,5.19093e+01,14.603525,9.59229e+04,1.14490e+02,12.307115,2.296411,,,0,3804.89,2.0960,1.0360,7.67,11.108,308.4484583,41.1518056,639,B2V,20 33 47.63,+41 09 06.5,6.0,14.37,1.77,10.9,,V,MT91
0.410772,308.4482243431659,41.4994735737356,0.001,0.001,0,2067881312550301440,308.44820906788,0.0231,41.49945562838,0.0322,0.6010,0.0336,-2.657,0.050,-4.168,0.059,0,1.06612e+05,3.12446e+01,13.118847,2.55885e+04,5.35863e+01,14.331275,1.26657e+05,1.43522e+02,12.005343,2.325932,,,0,4014.28,2.0907,1.0370,9.09,19.312,308.44825,41.4993611,641,B5V:,20 33 47.58,+41 29 57.7,5.0,14.27,1.51,9.3,,V,MT91
0.631880,308.4492991464313,41.3448268649787,0.001,0.001,0,2067875127797303040,308.44928262079,0.0253,41.34480687107,0.0329,0.6530,0.0376,-2.882,0.056,-4.644,0.057,0,8.78995e+05,6.62005e+02,10.828400,2.20248e+05,4.64881e+02,11.994108,9.98441e+05,2.04785e+03,9.763614,2.230495,,,0,4076.24,1.2780,0.6837,22.82,129.550,308.4495,41.3449167,642,B1III,20 33 47.88,+41 20 41.7,5.3,11.78,1.55,10.8,,V,MT91
0.612962,308.4514783649618,41.2204888390256,0.001,0.001,0,2067779916962859136,308.45146157840,0.0210,41.22046951306,0.0281,0.5974,0.0301,-2.933,0.045,-4.489,0.049,0,6.94967e+04,1.93302e+01,13.583456,1.58371e+04,4.32150e+01,14.852198,8.37897e+04,1.13059e+02,12.453943,2.398254,,,0,3625.15,2.2657,1.1220,10.32,16.577,308.4516667,41.2205833,645,B2III,20 33 48.40,+41 13 14.1,6.2,14.65,1.87,12.1,,V,MT91
0.543872,308.4535078689929,41.3279350755630,0.001,0.001,0,2067875024718082816,308.45349370437,0.0229,41.32791584050,0.0302,0.6120,0.0337,-2.470,0.051,-4.467,0.057,0,1.71920e+05,3.64476e+01,12.600052,5.10782e+04,7.24372e+01,13.580799,1.83381e+05,1.83112e+02,11.603536,1.977264,,,0,3779.50,1.5235,0.7420,13.81,35.059,308.4536667,41.3280278,646,B1.5V,20 33 48.88,+41 19 40.9,4.8,13.34,1.39,11.3,,V,MT91
0.560735,308.4533060980705,41.6278007866246,0.001,0.001,0,2067929450543312640,308.45329194034,0.0191,41.62778525807,0.0224,0.5370,0.0252,-2.458,0.042,-3.607,0.046,0,5.13780e+04,1.50289e+01,13.911422,1.36397e+04,3.13253e+01,15.014377,5.86405e+04,7.85736e+01,12.841425,2.172952,,,0,3739.65,1.9035,0.9503,8.91,13.989,308.4534583,41.6276944,650,B2Ve:,20 33 48.83,+41 37 39.7,5.2,14.94,1.53,12.2,,V,MT91
0.838924,308.4968787788913,41.0939150190249,0.001,0.001,90,2067766276146708608,308.49686497288,0.0234,41.09389504449,0.0257,0.5690,0.0315,-2.417,0.050,-4.639,0.048,0,1.54239e+05,3.95735e+01,12.717883,4.02604e+04,8.23997e+01,13.839194,1.74708e+05,1.88385e+02,11.656137,2.183058,,,0,3625.67,1.7120,0.8483,16.14,40.542,308.4971667,41.094,692,B0V,20 33 59.32,+41 05 38.4,5.9,13.61,1.69,11.5,,V,MT91
0.781949,308.4980305039671,41.2931898276412,0.002,0.002,0,2067874028285659520,308.49802019078,0.0429,41.29316933272,0.0546,0.6927,0.0599,-1.800,0.098,-4.760,0.115,0,5.31960e+05,5.29170e+03,11.373668,1.41223e+05,4.21906e+03,12.476623,6.08664e+05,1.74461e+04,10.300976,2.175647,,,0,4024.81,1.6590,0.8005,17.45,72.028,308.4982083,41.2933611,696,O9.5V,20 33 59.57,+41 17 36.1,5.8,12.32,1.65,10.4,EW/KE; P=1.46d,V,MT91
0.302466,308.5354782666359,41.6165020852467,0.001,0.001,0,2067888218857234304,308.53546489572,0.0198,41.61648541789,0.0238,0.5810,0.0268,-2.322,0.041,-3.871,0.045,0,3.79137e+06,1.81182e+03,9.241376,1.07663e+06,1.46736e+03,10.271225,4.01000e+06,7.05511e+03,8.254060,2.017165,,,0,3990.72,,,57.05,743.709,308.5355833,41.6164722,734,O5I,20 34 08.54,+41 36 59.3,5.4,10.03,1.49,10.9,Susp,V,MT91
0.344524,308.5396314072614,41.5704808866752,0.001,0.001,0,2067887802243913216,308.53961686655,0.0206,41.57046384182,0.0240,0.6166,0.0272,-2.527,0.043,-3.959,0.044,0,3.07157e+05,5.95225e+01,11.969963,8.80703e+04,2.29194e+02,12.989314,3.34142e+05,3.81783e+02,10.952092,2.037222,,,0,3809.97,1.4250,0.7145,17.84,60.441,308.5396667,41.5703889,736,O9V,20 34 09.52,+41 34 13.4,5.2,12.79,1.46,11.6,,V,MT91
0.285768,308.5562956592750,41.5841272576121,0.001,0.001,0,2067887840900094848,308.55628141261,0.0245,41.58411023533,0.0289,0.5971,0.0328,-2.475,0.054,-3.954,0.057,0,6.67860e+05,5.05799e+02,11.126652,1.92406e+05,5.04716e+02,12.140840,7.13076e+05,7.54733e+02,10.129080,2.011760,,,0,4083.41,0.9705,0.4942,21.63,117.196,308.55625,41.5840556,745,O7V,20 34 13.50,+41 35 02.6,5.4,11.91,1.5,11.1,,V,MT91
0.804911,308.6025837739627,41.4403157855943,0.001,0.001,0,2067877498618793856,308.60256870107,0.0197,41.44029852070,0.0256,0.5779,0.0292,-2.624,0.043,-4.010,0.044,0,6.05191e+04,1.88757e+01,13.733634,1.58327e+04,3.94384e+01,14.852501,6.94474e+04,7.03990e+01,12.657780,2.194721,,,0,3816.25,2.0400,1.0087,8.41,13.502,308.6023333,41.4401944,759,B1V,20 34 24.56,+41 26 24.7,5.7,14.65,1.67,12.1,,V,MT91
0.883021,308.6233275946573,41.5293100788917,0.001,0.001,90,2067883820810670336,308.62331400732,0.0277,41.52929232162,0.0310,0.6131,0.0356,-2.362,0.063,-4.124,0.059,0,9.06305e+05,4.42273e+02,10.795179,1.69016e+05,2.08423e+02,12.281571,1.14726e+06,1.04322e+03,9.612767,2.668804,,,0,3737.87,1.7777,0.8780,32.83,189.516,308.623,41.5293056,771,O7V,20 34 29.52,+41 31 45.5,7.0,12.06,2.05,9.6,,V,MT91
