angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,SpType,Schulte,[MT91],ONames,AV,logL,logT,l_M1,M1,Age1,Umag,Bmag,Vmag,Jmag,Hmag,Kmag,SimbadName
0.294783,308.3145412946534,41.4591915290810,0.001,0.001,0,2067926598685455744,308.31452594384,0.0228,41.45917418999,0.0308,0.5619,0.0319,-2.672,0.050,-4.027,0.063,0,1.36234e+05,3.33519e+01,12.852651,4.13193e+04,8.33965e+01,13.811005,1.44403e+05,1.64597e+02,11.862980,1.948025,,,0,3933.29,1.3260,0.6445,11.74,29.697,308.314625,41.4591389,20 33 15.51,+41 27 32.9,B1III,,469,,5.13,3.81,4.39,,9.8,9.88,15.4,15.06,13.65,10.357,9.931,9.722,[MT91] 469
0.471160,308.4450370192445,41.1338390355859,0.001,0.001,0,2067767337001802496,308.44502447252,0.0277,41.13381959911,0.0346,0.5395,0.0367,-2.195,0.060,-4.514,0.078,0,1.26302e+05,3.55600e+01,12.934842,3.27207e+04,7.11910e+01,14.064332,1.43679e+05,1.33943e+02,11.868433,2.195899,,,0,4080.85,1.6365,0.8155,10.43,27.192,308.4452083,41.1338611,20 33 46.85,+41 08 01.9,B1III,,635,,5.78,3.96,4.39,,10.4,10.0,16.06,15.53,13.81,10.155,9.677,9.399,[MT91] 635
0.364929,307.8417786348522,41.5245452962009,0.001,0.001,0,2067845887660714880,307.84176402383,0.0216,41.52452524450,0.0298,0.5532,0.0301,-2.541,0.047,-4.657,0.054,0,1.72025e+06,7.81542e+02,10.099385,6.31225e+05,6.60240e+02,10.850927,1.57416e+06,1.45192e+03,9.269300,1.581627,,,0,4365.00,0.8390,0.3880,30.39,302.135,307.8417917,41.5244444,20 31 22.03,+41 31 28.0,B1I,2,83,,3.98,4.61,4.39,,14.3,10.0,11.93,11.82,10.64,8.075,7.75,7.628,Schulte 2
0.222916,308.3782927051146,41.2563030046628,0.001,0.001,0,2067780947755025920,308.37827816589,0.0280,41.25628570290,0.0377,0.7027,0.0382,-2.539,0.058,-4.018,0.069,0,2.55786e+06,3.98241e+03,9.668673,5.13356e+05,2.01416e+03,11.075341,3.14783e+06,1.51976e+04,8.516892,2.558449,,,0,3848.33,0.9930,0.5457,43.72,377.622,308.378375,41.2563056,20 33 30.81,+41 15 22.7,B1Ib,18,556,,6.47,5.53,4.39,,28.9,6.68,13.38,12.78,11.01,6.493,5.891,5.542,Schulte 18
0.329600,308.3930634164100,41.3031735964576,0.001,0.001,0,2067784035835091072,308.39304715302,0.0217,41.30315567383,0.0288,0.5822,0.0293,-2.838,0.050,-4.163,0.054,0,2.49036e+05,3.10423e+02,12.197708,5.42598e+04,2.48524e+02,13.515192,3.03984e+05,1.15686e+03,11.054794,2.460398,,,0,3451.00,2.1037,1.0143,23.65,71.481,308.3931667,41.3032222,20 33 34.36,+41 18 11.6,B1.5V,,575,,6.73,4.49,4.36,,12.6,10.0,15.61,15.18,13.41,9.098,8.419,7.847,[MT91] 575
0.543872,308.4535078689929,41.3279350755630,0.001,0.001,0,2067875024718082816,308.45349370437,0.0229,41.32791584050,0.0302,0.6120,0.0337,-2.470,0.051,-4.467,0.057,0,1.71920e+05,3.64476e+01,12.600052,5.10782e+04,7.24372e+01,13.580799,1.83381e+05,1.83112e+02,11.603536,1.977264,,,0,3779.50,1.5235,0.7420,13.81,35.059,308.4536667,41.3280278,20 33 48.88,+41 19 40.9,B1.5V,71,646,,5.11,3.83,4.36,,9.3,10.0,15.12,14.73,13.34,10.028,9.624,9.369,Schulte 71
0.876400,308.0575313314241,41.4615023334548,0.001,0.001,90,2067835781598188160,308.05751823113,0.0232,41.46148682961,0.0273,0.5359,0.0328,-2.280,0.053,-3.601,0.048,0,1.90508e+05,4.01741e+01,12.488582,6.96270e+04,1.30333e+02,13.244444,1.80318e+05,2.48644e+02,11.621823,1.622621,,,0,4292.00,0.8145,0.4028,10.99,36.931,308.0572917,41.4616667,20 32 13.75,+41 27 42.0,B1.5V,,216,,4.28,3.61,4.36,,8.7,10.0,14.48,14.2,13.02,10.347,10.041,9.858,[MT91] 216
0.150654,308.1104398995918,41.3205102486361,0.001,0.001,0,2067830833796676352,308.11042320602,0.0162,41.32048920138,0.0196,0.5262,0.0220,-2.912,0.035,-4.888,0.037,0,9.16203e+04,2.18864e+01,13.283387,2.63508e+04,4.47137e+01,14.299405,9.98986e+04,9.60128e+01,12.263021,2.036384,,,0,3855.78,1.6775,0.8370,10.98,23.996,308.1104167,41.3204722,20 32 26.50,+41 19 13.7,B1.5III+B1V,,252,,5.4,3.5,4.36,,8.3,4.65,16.11,15.7,14.15,10.662,10.231,9.972,[MT91] 252
0.203814,308.1948146013651,41.4377793223397,0.001,0.001,0,2067833277636820608,308.19479932271,0.0155,41.43776156920,0.0204,0.5494,0.0223,-2.660,0.033,-4.123,0.036,0,7.35219e+04,2.00968e+01,13.522324,2.25746e+04,5.25399e+01,14.467336,7.71845e+04,1.12159e+02,12.543095,1.924241,,,0,3881.38,1.3893,0.6970,9.22,17.366,308.19475,41.43775,20 32 46.74,+41 26 15.9,B1.5III,,325,,4.98,3.39,4.36,,8.0,0.0,16.07,15.67,14.3,11.157,10.692,10.463,[MT91] 325
0.328973,308.3272124386228,41.2597640147125,0.001,0.001,0,2067783559095152768,308.32719738566,0.0314,41.25974521621,0.0419,0.4855,0.0431,-2.628,0.068,-4.366,0.076,0,7.24916e+04,3.66534e+02,13.537646,1.07361e+04,1.32204e+02,15.274273,9.89837e+04,1.48204e+03,12.273011,3.001262,,,0,3810.86,2.7433,1.3900,11.00,23.000,308.3272917,41.2598333,20 33 18.55,+41 15 35.4,B2Ve,64,488,,8.27,4.38,4.34,,11.6,10.0,18.17,17.24,14.88,9.406,8.578,7.984,Schulte 64
0.112802,307.8420838424766,41.2008019686769,0.001,0.001,0,2067826332670106112,307.84206406147,0.0186,41.20078272722,0.0229,0.6151,0.0254,-3.457,0.040,-4.469,0.044,0,2.22667e+05,1.25316e+02,12.319223,5.36749e+04,1.38720e+02,13.526959,2.62666e+05,4.12898e+02,11.213408,2.313551,,,0,4137.32,1.8363,0.8885,11.62,35.642,307.8420833,41.2008333,20 31 22.10,+41 12 03.0,B2V,,,A30,6.27,4.06,4.34,,10.0,10.0,,,,9.42,8.93,8.61,[CPR2002] A30
0.521402,308.1139191596379,40.9217348134810,0.001,0.001,0,2067769265443613568,308.11391943387,0.0275,40.92172185719,0.0306,0.7114,0.0343,0.048,0.054,-3.009,0.058,0,5.10118e+05,6.83902e+02,11.419189,1.19961e+05,4.32399e+02,12.653792,5.92233e+05,1.53776e+03,10.330688,2.323104,,,0,4012.26,1.6287,0.8138,16.82,66.033,308.11375,40.9216667,20 32 27.30,+40 55 18.0,B2V,,,A39,6.05,4.35,4.34,,11.5,10.0,15.21,14.42,,8.63,8.14,7.857,[CPR2002] A39
0.377680,307.7475849278660,41.5999894404015,0.001,0.001,0,2068034694421980416,307.74756480037,0.0232,41.59997552532,0.0266,0.5551,0.0289,-3.496,0.050,-3.232,0.054,0,6.90502e+04,7.07052e+01,13.590454,2.86454e+04,8.04434e+02,14.208753,8.06159e+04,1.77657e+03,12.495868,1.712885,,,0,4403.00,,,5.91,11.835,307.747625,41.5998889,20 30 59.43,+41 35 59.6,B2V,,42,,4.58,3.35,4.34,,7.7,0.0,,15.0,13.73,10.856,10.489,10.235,[MT91] 042
0.692572,307.8772734498131,41.6210836451371,0.001,0.001,90,2067853171925419392,307.87725824574,0.0168,41.62106732336,0.0204,0.5904,0.0228,-2.640,0.037,-3.791,0.036,0,4.63855e+04,1.46375e+01,14.022411,1.62388e+04,2.47226e+01,14.825001,4.52469e+04,3.82288e+01,13.122949,1.702052,,,0,4152.60,1.4390,0.7817,5.46,7.986,307.8770417,41.621,20 31 30.49,+41 37 15.6,B2V,,97,,4.4,2.94,4.34,,6.8,0.0,16.08,15.78,14.56,11.81,11.418,11.237,[MT91] 097
0.502540,308.0332067742154,41.3666246197850,0.001,0.001,90,2067834308428808832,308.03319170384,0.0167,41.36660632292,0.0192,0.5920,0.0242,-2.627,0.035,-4.250,0.035,0,6.44640e+04,2.03647e+01,13.665072,1.99110e+04,4.70454e+01,14.603654,6.76340e+04,7.37647e+01,12.686506,1.917148,,,0,3869.00,1.6040,0.7880,8.09,13.225,308.033125,41.36675,20 32 07.95,+41 22 00.3,B2V,,202,,4.92,3.23,4.34,,7.4,0.0,16.21,15.75,14.4,11.183,10.786,10.568,[MT91] 202
0.943909,308.0612303249125,41.4610295070898,0.004,0.004,0,2067835785897573120,308.06121814064,0.1124,41.46100431243,0.1269,0.8853,0.1469,-2.121,0.246,-5.852,0.273,0,1.20755e+05,3.67748e+01,12.983604,4.07019e+04,8.80218e+01,13.827353,1.21074e+05,1.30721e+02,12.054295,1.773058,,,0,4136.25,1.7045,0.8950,5.95,9.336,308.0609583,41.4611944,20 32 14.63,+41 27 40.3,B2V,,221,,4.67,3.43,4.34,,8.0,5.15,,14.92,13.62,10.643,10.267,10.041,[MT91] 221
0.817813,308.0818648451652,41.3441372902269,0.001,0.001,0,2067834067910619904,308.08184869550,0.0220,41.34411995769,0.0246,0.5977,0.0290,-2.816,0.047,-4.026,0.051,0,1.57616e+05,2.93039e+01,12.694366,5.45088e+04,7.89503e+01,13.510221,1.54659e+05,1.18284e+02,11.788482,1.721739,,,0,4067.44,1.0375,0.5005,10.63,27.887,308.0819167,41.3443611,20 32 19.66,+41 20 39.7,B2V,,234,,4.47,3.48,4.34,,8.1,8.63,14.79,14.53,13.25,10.447,10.103,9.903,[MT91] 234
0.507096,308.0921697216733,41.4616904713304,0.001,0.001,0,2067835751537826560,308.09215247317,0.0209,41.46167263817,0.0255,0.5792,0.0302,-3.002,0.045,-4.142,0.048,0,1.37615e+05,2.92234e+01,12.841704,5.10612e+04,9.32484e+01,13.581161,1.28956e+05,9.09230e+01,11.985817,1.595344,,,0,4350.00,,,8.30,22.203,308.0922917,41.4615833,20 32 22.15,+41 27 41.7,B2V,,241,,4.18,3.32,4.34,,7.7,0.0,14.81,14.54,13.41,10.752,10.445,10.265,[MT91] 241
0.367120,308.1061853113123,41.4144785992099,0.001,0.001,0,2067834682086562048,308.10617149252,0.0195,41.41446081258,0.0232,0.6144,0.0270,-2.407,0.042,-4.131,0.045,0,1.48694e+05,3.26474e+01,12.757628,5.09134e+04,9.49084e+01,13.584308,1.46839e+05,1.55951e+02,11.844819,1.739489,,,0,4201.00,1.3047,0.6597,9.06,23.009,308.10625,41.4143889,20 32 25.50,+41 24 51.8,B2V,,248,,4.57,3.47,4.34,,8.1,8.27,14.99,14.67,13.36,10.471,10.127,9.924,[MT91] 248
0.319269,308.1360732463460,41.4512765949313,0.001,0.001,0,2067836232574322048,308.13606072085,0.0156,41.45125846067,0.0192,0.5841,0.0225,-2.180,0.033,-4.212,0.035,0,1.18506e+05,3.63886e+01,13.004013,4.68294e+04,7.07763e+01,13.675093,1.06182e+05,9.64416e+01,12.196789,1.478304,,,0,4415.25,,,7.30,18.247,308.1361667,41.4512222,20 32 32.68,+41 27 04.4,B2V,,275,,3.92,3.17,4.34,,7.3,0.0,14.71,14.57,13.47,11.053,10.767,10.613,[MT91] 275
0.244853,308.1573329597567,41.4376094706964,0.000,0.000,0,2067836159558192896,308.15731779463,0.0136,41.43759167619,0.0176,0.6615,0.0200,-2.641,0.029,-4.133,0.031,0,9.94639e+04,2.04660e+01,13.194202,3.68060e+04,6.27726e+01,13.936592,9.34398e+04,7.78541e+01,12.335589,1.601003,,,0,4307.75,,,6.36,12.556,308.1574167,41.4375833,20 32 37.78,+41 26 15.3,B2V,,295,,4.25,3.21,4.34,,7.4,0.0,15.18,14.92,13.71,11.119,10.751,10.563,[MT91] 295
0.148014,308.1787030094521,41.3379100102831,0.001,0.001,0,2067830563217283968,308.17868796266,0.0262,41.33789189611,0.0347,0.5836,0.0351,-2.624,0.059,-4.207,0.066,0,1.01038e+05,2.65146e+01,13.177155,3.08187e+04,5.82917e+01,14.129352,1.06768e+05,1.27518e+02,12.190816,1.938536,,,0,4213.69,1.4135,0.6870,7.78,17.204,308.17875,41.3378889,20 32 42.90,+41 20 16.4,B2V+B3V,,311,,4.95,3.29,4.34,,7.6,0.0,15.76,15.26,13.87,10.675,10.212,10.004,[MT91] 311
0.460051,308.3435384632440,41.3713704058613,0.001,0.001,0,2067785242722566784,308.34352175259,0.0169,41.37135120831,0.0225,0.5816,0.0240,-2.913,0.036,-4.459,0.043,0,7.57569e+04,1.83157e+01,13.489811,2.26778e+04,8.20206e+01,14.462384,8.10198e+04,5.79016e+01,12.490441,1.971943,,,0,3871.64,1.7290,0.8292,8.91,16.070,308.3437083,41.3713611,20 33 22.49,+41 22 16.9,B2V,,513,,5.07,3.33,4.34,,7.7,0.0,16.1,15.68,14.26,10.948,10.551,10.315,[MT91] 513
0.451247,308.3530833092997,41.3679088166516,0.001,0.000,0,2067785174003089664,308.35306791871,0.0147,41.36789050672,0.0218,0.4765,0.0213,-2.683,0.032,-4.253,0.039,0,8.37302e+04,3.48067e+01,13.381160,2.57889e+04,6.15241e+01,14.322804,8.81259e+04,1.29507e+02,12.399161,1.923643,,,0,3827.67,1.3097,0.6323,11.87,27.265,308.35325,41.3679167,20 33 24.78,+41 22 04.5,B2Ve,,522,,4.9,3.34,4.34,,7.7,0.0,15.84,15.44,14.06,10.916,10.506,10.288,[MT91] 522
0.471230,308.3818319679429,41.3627705413553,0.001,0.000,0,2067878254533644288,308.38181632138,0.0148,41.36275219268,0.0243,0.5779,0.0224,-2.727,0.032,-4.262,0.043,0,1.10294e+05,3.38600e+01,13.081985,3.66347e+04,5.96742e+01,13.941655,1.11255e+05,1.20011e+02,12.146117,1.795538,,,0,3913.55,1.2917,0.6283,10.44,23.037,308.382,41.3628056,20 33 31.68,+41 21 46.1,B2V,,561,,4.67,3.38,4.34,,7.8,2.13,15.34,15.03,13.73,10.847,10.372,10.156,[MT91] 561
0.498303,308.4482767556407,41.1517838453082,0.002,0.002,0,2067767375658346624,308.44826537407,0.0611,41.15176407223,0.0781,0.7424,0.0850,-1.990,0.133,-4.592,0.148,0,8.15457e+04,2.23197e+01,13.409863,1.99134e+04,5.19093e+01,14.603525,9.59229e+04,1.14490e+02,12.307115,2.296411,,,0,3804.89,2.0960,1.0360,7.67,11.108,308.4484583,41.1518056,20 33 47.63,+41 09 06.5,B2V,,639,,5.94,3.6,4.34,,8.4,10.0,16.97,16.14,14.37,10.495,10.014,9.711,[MT91] 639
0.560735,308.4533060980705,41.6278007866246,0.001,0.001,0,2067929450543312640,308.45329194034,0.0191,41.62778525807,0.0224,0.5370,0.0252,-2.458,0.042,-3.607,0.046,0,5.13780e+04,1.50289e+01,13.911422,1.36397e+04,3.13253e+01,15.014377,5.86405e+04,7.85736e+01,12.841425,2.172952,,,0,3739.65,1.9035,0.9503,8.91,13.989,308.4534583,41.6276944,20 33 48.83,+41 37 39.7,B2Ve,,650,,5.7,3.35,4.34,,7.7,0.0,16.7,16.47,14.94,11.069,10.619,10.332,[MT91] 650
0.570339,307.9872759968993,41.5299345026646,0.001,0.001,90,2067848048024783360,307.98726342946,0.0252,41.52991997958,0.0273,0.6053,0.0347,-2.185,0.054,-3.373,0.049,0,2.99370e+05,8.28336e+01,11.997847,1.07456e+05,1.68086e+02,12.773314,2.87096e+05,3.41197e+02,11.116853,1.656461,,,0,4298.67,0.8362,0.4050,12.14,45.335,307.9870833,41.53,20 31 56.90,+41 31 48.0,B2III,,174,,4.39,3.75,4.34,,8.8,10.0,13.99,13.76,12.55,9.795,9.407,9.225,[MT91] 174
0.417410,308.1086566720013,41.4942592045665,0.001,0.001,90,2067837263366486144,308.10864029252,0.0270,41.49424299285,0.0297,0.5243,0.0403,-2.849,0.058,-3.765,0.054,0,2.12845e+05,1.70967e+02,12.368209,8.39470e+04,2.96551e+02,13.041374,1.91586e+05,5.65836e+02,11.556012,1.485362,,,0,4455.00,0.7797,0.3000,10.62,39.991,308.10875,41.4941667,20 32 26.10,+41 29 39.0,B2III,,250,,3.91,3.42,4.34,,8.0,4.66,14.1,13.94,12.88,10.427,10.15,9.993,[MT91] 250
0.517844,308.1134773278535,41.3657309584987,0.001,0.001,0,2067831525289977856,308.11346367447,0.0179,41.36571390681,0.0223,0.5833,0.0248,-2.380,0.038,-3.960,0.045,0,4.70592e+04,1.06945e+01,14.006754,1.40406e+04,2.71476e+01,14.982923,5.04899e+04,6.55866e+01,13.003908,1.979014,,,0,3836.00,1.7673,0.8745,7.22,10.168,308.1135833,41.3656111,20 32 27.26,+41 21 56.2,B2III,,255,,5.06,3.15,4.34,,7.2,0.0,16.65,16.13,14.71,11.473,11.002,10.762,[MT91] 255
0.390294,308.2973914327525,41.2995983258248,0.001,0.001,0,2067784589887320576,308.29737675601,0.0178,41.29957977010,0.0280,0.5509,0.0283,-2.561,0.039,-4.310,0.045,0,6.80735e+04,1.94641e+01,13.605920,1.97840e+04,5.25001e+01,14.610602,7.37221e+04,7.66867e+01,12.592925,2.017677,,,0,3845.67,1.6565,0.8100,9.12,16.382,308.2974583,41.2996944,20 33 11.39,+41 17 58.9,B2III,,441,,5.18,3.31,4.34,,7.6,0.0,16.36,15.9,14.38,11.044,10.615,10.392,[MT91] 441
0.612962,308.4514783649618,41.2204888390256,0.001,0.001,0,2067779916962859136,308.45146157840,0.0210,41.22046951306,0.0281,0.5974,0.0301,-2.933,0.045,-4.489,0.049,0,6.94967e+04,1.93302e+01,13.583456,1.58371e+04,4.32150e+01,14.852198,8.37897e+04,1.13059e+02,12.453943,2.398254,,,0,3625.15,2.2657,1.1220,10.32,16.577,308.4516667,41.2205833,20 33 48.40,+41 13 14.1,B2III,,645,,6.19,3.58,4.34,,8.4,10.0,17.09,16.52,14.65,10.583,10.067,9.781,[MT91] 645
0.664830,307.7113893779454,41.5851773336815,0.000,0.000,90,2068034488263553792,307.71137259831,0.0135,41.58516129905,0.0154,0.5862,0.0167,-2.915,0.029,-3.724,0.029,0,1.02417e+05,4.87393e+01,13.162437,3.46538e+04,1.16771e+02,14.002010,1.02263e+05,1.47361e+02,12.237620,1.764390,,,0,4083.67,1.2800,0.6015,8.63,18.644,307.7114583,41.585,20 30 50.75,+41 35 06.0,B2II,,21,,4.42,3.32,4.34,,7.7,0.0,15.23,15.04,13.74,10.859,10.504,10.299,[MT91] 021
0.049013,308.1935595097161,41.4062195677810,0.001,0.001,0,2067833037118456576,308.19354533946,0.0153,41.40620261381,0.0195,0.5130,0.0215,-2.468,0.034,-3.938,0.037,0,3.79115e+04,1.14000e+01,14.241438,1.23860e+04,2.32841e+01,15.119064,3.86997e+04,5.82999e+01,13.292649,1.826415,,,0,3914.85,,,6.89,10.041,308.1935417,41.4062222,20 32 46.45,+41 24 22.4,B2.5V,,322,,4.85,2.96,4.29,,6.1,0.0,16.73,16.24,14.91,11.824,11.329,11.08,[MT91] 322
0.239438,308.1308687246894,41.5143337747084,0.001,0.001,90,2067837400805452032,308.13085133919,0.0214,41.51431631301,0.0225,0.6089,0.0283,-3.024,0.049,-4.056,0.043,0,7.38657e+04,1.82541e+01,13.517259,2.07532e+04,5.59136e+01,14.558677,8.12478e+04,9.23714e+01,12.487391,2.071286,,,0,4107.29,1.8430,0.9080,6.92,12.284,308.1309167,41.5142778,20 32 31.42,+41 30 51.4,B2.5V,,268,,5.19,3.3,4.29,,6.8,10.0,16.51,15.81,14.38,10.941,10.475,10.244,[MT91] 268
0.639000,308.2266785475089,41.2560749389886,0.012,0.010,0,2067783112418577536,308.22667028077,0.3077,41.25609006719,0.4410,-0.4553,0.4447,-1.443,0.673,3.514,0.764,1,6.51409e+04,9.13181e+01,13.653731,1.36182e+04,2.99169e+01,15.016092,8.39664e+04,1.39803e+02,12.451656,2.564436,,,0,3681.00,,,,,308.2264583,41.2561389,20 32 54.35,+41 15 22.1,B3V,37,358,,6.55,3.52,4.25,,7.0,10.0,17.76,16.97,14.81,10.525,9.963,9.662,Schulte 37
0.677049,307.8901698235536,41.6012961398474,0.006,0.005,90,2067852416011174016,307.89016867004,0.1568,41.60126747264,0.1881,0.6626,0.2091,-0.200,0.361,-6.658,0.341,1,4.83742e+04,5.65488e+01,13.976831,1.64094e+04,3.71516e+01,14.813656,5.00664e+04,3.69968e+01,13.013054,1.800602,,,0,3980.54,,,,,307.8899583,41.6011944,20 31 33.59,+41 36 04.3,B3V,,106,,4.58,2.92,4.25,,5.6,10.0,16.32,15.89,14.6,11.624,11.194,11.002,[MT91] 106
0.333642,307.9234568507777,41.4724766120916,0.006,0.005,90,2067848219824399616,307.92344192005,0.1578,41.47245816525,0.2102,1.2778,0.2249,-2.598,0.357,-4.284,0.348,1,5.87017e+04,4.13643e+01,13.766740,1.92215e+04,5.75993e+01,14.641921,6.02420e+04,1.13703e+02,12.812171,1.829750,,,0,3932.25,,,,,307.9233333,41.4724722,20 31 41.60,+41 28 20.9,B3V,,129,,4.72,3.06,4.25,,5.9,10.0,16.29,15.74,14.4,11.322,10.893,10.674,[MT91] 129
0.309527,308.0286384589842,41.2991570161938,0.001,0.001,90,2067828020596671104,308.02862500197,0.0292,41.29913909736,0.0329,0.5758,0.0384,-2.348,0.067,-4.162,0.063,1,1.44078e+05,4.22268e+01,12.791874,2.92811e+04,1.03002e+02,14.184920,1.81390e+05,3.44751e+02,11.615386,2.569534,,,0,4078.07,2.2390,1.1260,10.46,27.281,308.0285417,41.2991111,20 32 06.85,+41 17 56.8,B3V,,200,,6.41,3.87,4.25,,8.0,10.0,16.86,15.92,13.94,9.624,9.07,8.786,[MT91] 200
0.390573,308.0626606173130,41.3251170562400,0.001,0.001,90,2067833930471667200,308.06264651417,0.0182,41.32509901872,0.0202,0.5274,0.0248,-2.460,0.039,-4.189,0.036,0,4.48883e+04,1.18979e+01,14.058032,1.34014e+04,2.67316e+01,15.033514,4.80042e+04,5.56375e+01,13.058723,1.974792,,,0,3798.00,1.6163,0.7945,8.06,12.171,308.062625,41.3252222,20 32 15.03,+41 19 30.8,B3V,,222,,5.02,3.0,4.25,,5.8,10.0,,16.27,14.8,11.496,11.089,10.831,[MT91] 222
0.125270,308.1597655341171,41.4824216934825,0.001,0.001,90,2067836576171717120,308.15975371640,0.0173,41.48240518919,0.0201,0.5765,0.0240,-2.056,0.038,-3.833,0.037,0,5.73027e+04,1.70719e+01,13.792928,1.99515e+04,4.82049e+01,14.601450,5.61988e+04,6.66258e+01,12.887602,1.713848,,,0,4096.13,,,6.50,10.703,308.15975,41.4823889,20 32 38.34,+41 28 56.6,B3V,,298,,4.47,2.95,4.25,,5.7,10.0,16.05,15.68,14.43,11.542,11.105,10.916,[MT91] 298
0.354247,308.3889582583153,41.1434452657252,0.001,0.001,0,2067779229768091136,308.38894169746,0.0243,41.14342274409,0.0287,0.6146,0.0326,-2.897,0.053,-5.231,0.055,0,7.72124e+04,2.44834e+01,13.469148,1.45493e+04,5.12704e+01,14.944284,9.95853e+04,1.29724e+02,12.266432,2.677852,,,0,3669.00,2.6358,1.3180,10.16,16.866,308.3890833,41.1434167,20 33 33.38,+41 08 36.3,B3V,,568,,6.71,3.63,4.25,,7.3,10.0,17.78,16.92,14.76,10.275,9.747,9.419,[MT91] 568
0.367311,307.8922843323155,41.5189404067197,0.001,0.001,90,2067848567720295424,307.89226989627,0.0210,41.51892558226,0.0269,0.5387,0.0283,-2.510,0.047,-3.443,0.046,0,2.55545e+04,8.42664e+00,14.669698,8.55445e+03,2.68552e+01,15.520907,2.57122e+04,2.36829e+01,13.736570,1.784337,,,0,3950.39,,,5.23,5.992,307.8921667,41.5188889,20 31 34.12,+41 31 08.0,B3IV,,108,,4.53,2.64,4.25,,5.1,0.0,17.25,16.54,15.29,12.317,11.91,11.708,[MT91] 108
0.836258,308.0200190662392,41.4789123692304,0.000,0.000,90,2067847708726800896,308.02000429566,0.0134,41.47889432256,0.0153,0.5314,0.0193,-2.570,0.029,-4.191,0.027,0,8.86197e+04,1.52059e+01,13.319540,3.43216e+04,5.57415e+01,14.012469,8.06989e+04,6.74541e+01,12.494751,1.517718,,,0,4342.00,,,7.30,17.050,308.01975,41.4790278,20 32 04.74,+41 28 44.5,B3IV,,191,,3.83,2.94,4.25,,5.6,10.0,15.13,14.85,13.81,11.293,11.027,10.881,[MT91] 191
0.129302,308.2070013308240,41.4267935813365,0.001,0.001,0,2067833071478386048,308.20698487924,0.0155,41.42677547076,0.0215,0.5708,0.0232,-2.865,0.033,-4.206,0.036,0,6.91687e+04,5.03371e+01,13.588592,2.46785e+04,6.53304e+01,14.370591,6.65516e+04,1.74379e+02,12.704024,1.666567,,,0,4278.50,,,6.28,11.900,308.2069583,41.4267778,20 32 49.67,+41 25 36.4,B3III,,336,,4.23,2.97,4.25,,5.7,10.0,15.54,15.3,14.13,11.428,11.048,10.838,[MT91] 336
0.494408,308.3915947009866,41.3272018581475,0.001,0.001,0,2067784143210932352,308.39157815640,0.0206,41.32718104693,0.0442,0.4300,0.0292,-2.886,0.047,-4.834,0.081,0,7.71575e+04,2.78198e+01,13.469920,2.04789e+04,8.35458e+01,14.573120,9.22457e+04,9.33395e+02,12.349555,2.223565,,,0,4049.30,1.8472,0.9130,10.49,26.674,308.3915417,41.3273333,20 33 33.97,+41 19 38.4,B3I,,573,,5.25,3.58,4.25,,7.1,10.0,15.95,15.49,13.87,10.268,9.658,9.42,[MT91] 573
0.874054,308.1706560718538,41.2414656483311,0.004,0.003,0,2067782734461462912,308.17064536132,0.0999,41.24145182701,0.1246,1.1751,0.1285,-1.871,0.221,-3.210,0.244,0,5.25062e+06,1.64913e+04,8.887839,3.11260e+05,1.78108e+03,11.618579,8.48097e+06,4.20823e+04,7.440807,4.177772,,,0,3284.75,1.2510,0.8307,,,308.1703333,41.2414722,20 32 40.88,+41 14 29.3,B3.5Ia+,12,304,,10.2,6.09,4.14,,110.0,3.0,17.18,14.81,11.46,4.667,3.512,2.704,Schulte 12
0.440950,308.0906260975535,41.5736186601033,0.001,0.001,90,2067849873390497024,308.09061152779,0.0158,41.57359732876,0.0196,0.5731,0.0240,-2.532,0.036,-4.954,0.035,0,5.46979e+04,1.79171e+01,13.843440,2.09280e+04,4.97687e+01,14.549568,5.05086e+04,8.53775e+01,13.003508,1.546061,,,0,4328.00,,,5.37,9.108,308.0906667,41.5735,20 32 21.76,+41 34 24.6,B4V,,239,,3.92,2.63,4.22,,4.7,2.66,15.81,15.47,14.33,11.811,11.511,11.292,[MT91] 239
0.297959,308.1346661271011,41.3827204587842,0.001,0.001,0,2067831662728930304,308.13465245695,0.0148,41.38270206720,0.0187,0.5688,0.0206,-2.382,0.032,-4.272,0.036,0,5.83625e+04,1.36130e+01,13.773031,1.62778e+04,3.97785e+01,14.822399,6.45737e+04,6.70873e+01,12.736781,2.085618,,,0,3973.75,1.7502,0.8520,7.33,12.081,308.13475,41.3826667,20 32 32.34,+41 22 57.6,B4V,,271,,5.14,3.02,4.22,,5.4,10.0,16.62,16.08,14.57,11.118,10.641,10.406,[MT91] 271
